Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Mercedes-Benz,GLE 250 d,59150,2017,34000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Hyundai,Xcent S 1.2 (O),6370,2015,23103,Petrol,Manual,Udupi,White,First,Individual,1197 cc,81,114,FWD,3995.0,1660.0,1520.0,5.0,43.0
Mercedes-Benz,S-Class Maybach S 500,149500,2016,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663 cc,453,700,RWD,5453.0,1899.0,1498.0,4.0,70.0
Hyundai,Creta SX 1.6 AT Petrol,19175,2019,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591 cc,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0
MG,Astor Sharp 1.5 CVT,22945,2021,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498 cc,108,144,FWD,4323.0,1809.0,1650.0,5.0,48.0
Honda,CR-V 2.4 AT,3250,2006,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354 cc,152,215,AWD,4630.0,1780.0,1710.0,5.0,58.0
Maruti Suzuki,Alto 800 Lxi,3185,2016,55000,Petrol,Manual,Faridabad,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Renault,Duster 85 PS RxL,6370,2015,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461 cc,84,200,FWD,4315.0,1822.0,1695.0,5.0,50.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],7150,2017,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,City V,8775,2016,87693,Petrol,Manual,Pune,Red,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,C-Class C 200 Avantgarde,28925,2015,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1991 cc,181,300,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,Elite i20 Asta 1.4 (O) CRDi,7280,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89,220,FWD,3985.0,1734.0,1505.0,5.0,40.0
Skoda,Fabia Elegance 1.6 MPI,2925,2012,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598 cc,105,153,FWD,4000.0,1642.0,1522.0,5.0,45.0
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,6487,2014,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498 cc,103,250,FWD,4386.0,1699.0,1466.0,5.0,55.0
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],13715,2020,15000,Petrol,Automatic,Kolkata,Gold,First,Individual,998 cc,118,172,FWD,3995.0,1790.0,1647.0,5.0,45.0
Mahindra,XUV500 W11 AT,26637,2020,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179 cc,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,3-Series 320d Luxury Line,36075,2018,68189,Diesel,Automatic,Jaipur,Brown,First,Individual,1995 cc,188,400,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mercedes-Benz,GLA 200 CDI Sport,21450,2015,75000,Diesel,Automatic,Faridabad,White,First,Individual,2143 cc,134,300,FWD,4417.0,1804.0,1494.0,5.0,50.0
Audi,A6 35 TDI Premium,18850,2014,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968 cc,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0
Mahindra,Scorpio VLX 2WD BS-IV,7800,2014,83000,Diesel,Manual,Rudrapur,White,Second,Individual,2179 cc,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0
Toyota,Fortuner 3.0 4x4 MT,21775,2014,211000,Diesel,Manual,Jaipur,White,First,Individual,2982 cc,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Elite i20 Magna 1.2,7475,2015,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Ford,Ecosport Titanium+ 1.5L TDCi,9087,2017,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498 cc,99,205,FWD,3999.0,1765.0,1708.0,5.0,52.0
Audi,Q7 3.0 TDI quattro Premium Plus,31850,2014,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967 cc,241,550,AWD,5089.0,1983.0,1737.0,6.0,100.0
Mercedes-Benz,C-Class C 250 d,36075,2016,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,204,500,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,S-Presso VXi,5590,2020,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998 cc,67,90,FWD,3565.0,1520.0,1564.0,5.0,27.0
Mahindra,Scorpio S5 2WD 7 STR,15145,2018,32000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,7.0,60.0
MG,Hector Sharp 2.0 Diesel Turbo MT,23140,2020,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956 cc,169,350,FWD,4655.0,1835.0,1760.0,5.0,60.0
Maruti Suzuki,Swift VDi BS-IV,3835,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,75,190,FWD,3760.0,1690.0,1530.0,5.0,43.0
Maruti Suzuki,Swift ZDi,6435,2017,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248 cc,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0
Honda,City VX (O) MT,12675,2019,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,Duster 110 PS RxL Diesel,5525,2014,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Audi,Q3 2.0 TDI quattro Premium,17550,2012,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,M-Class 350 CDI,41600,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987 cc,234,535,AWD,4781.0,1911.0,1774.0,5.0,95.0
Volvo,V40 Cross Country D3,16250,2013,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984 cc,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0
BMW,5-Series 530d M Sport [2013-2017],72800,2018,40937,Diesel,Automatic,Chennai,White,First,Individual,2993 cc,258,560,RWD,4899.0,2094.0,1464.0,5.0,65.0
Maruti Suzuki,Swift DZire VDI,7280,2013,37000,Diesel,Manual,Salem,Gold,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Mahindra,Scorpio S5 2WD 7 STR,15873,2019,46000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,7.0,60.0
Honda,City 1.5 S AT,3835,2009,70200,Petrol,Automatic,Mumbai,Grey,Second,Individual,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Mercedes-Benz,C-Class 200 CGI,16900,2012,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796 cc,186,285,RWD,4596.0,1770.0,1447.0,5.0,66.0
Hyundai,Creta 1.6 SX Plus AT,12350,2016,73000,Diesel,Automatic,Dehradun,Silver,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mercedes-Benz,E-Class E350 CDI Avantgarde,17550,2012,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987 cc,231,540,RWD,4868.0,1854.0,1471.0,5.0,80.0
Mercedes-Benz,M-Class ML 350 CDI,34866,2015,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997 cc,254,619,AWD,4804.0,2141.0,1796.0,5.0,70.0
Maruti Suzuki,Alto 800 Lxi,3718,2017,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Hyundai,i20 Magna 1.4 CRDI,4420,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336 cc,89,219,FWD,3995.0,1710.0,1505.0,5.0,45.0
Skoda,Rapid Style AT,14625,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999 cc,109,175,FWD,4413.0,1699.0,1466.0,5.0,55.0
Tata,Nexon XMA Petrol,7540,2018,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198 cc,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,Swift DZire VXI,6435,2015,13716,Petrol,Manual,Pune,Silver,First,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Swift DZire ZDI,7150,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Kia,Sonet GTX Plus 1.5 AT [2020-2021],19305,2021,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493 cc,113,250,FWD,3995.0,1790.0,1647.0,5.0,45.0
Skoda,Rapid Monte Carlo 1.6 MPI MT,11505,2018,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598 cc,104,153,FWD,4413.0,1699.0,1466.0,5.0,55.0
Audi,RS5 4.2 Coupe,47450,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163 cc,444,430,AWD,4649.0,1860.0,1366.0,5.0,64.0
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,9295,2020,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197 cc,82,114,FWD,3805.0,1680.0,1520.0,5.0,37.0
Mercedes-Benz,R-Class R350 4MATIC,32305,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496 cc,272,350,AWD,5157.0,2183.0,1659.0,7.0,80.0
Toyota,Innova 2.4 G 7 STR [2016-2017],29250,2020,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
Hyundai,Creta SX Plus 1.6 AT CRDI,13650,2017,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],46800,2018,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Honda,City 1.5 S MT,3835,2010,78000,Petrol,Manual,Zirakpur,White,First,Corporate,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Renault,Kwid RXT Opt,4875,2019,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Audi,A6 2.0 TFSi Technology Pack,93600,2021,20000,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,1984 cc,180,320,FWD,4915.0,1874.0,1455.0,5.0,75.0
Tata,Safari XZA Plus 6S Adventure New,31135,2021,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,1956 cc,168,350,FWD,4661.0,1894.0,1786.0,6.0,50.0
Audi,A6 2.0 TDI Premium,23075,2014,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,1968 cc,177,380,FWD,4915.0,1874.0,1455.0,5.0,65.0
Honda,Brio EX MT,4225,2014,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198 cc,87,109,FWD,3610.0,1680.0,1500.0,5.0,35.0
Maruti Suzuki,Swift ZDi,5525,2013,26000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mahindra,Scorpio S9 2WD 7 STR,19175,2020,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179 cc,140,320,RWD,4456.0,1820.0,1995.0,7.0,60.0
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],20540,2018,115000,Diesel,Automatic,Delhi,Beige,First,Individual,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Honda,Amaze VX CVT 1.2 Petrol,11297,2021,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199 cc,89,110,FWD,3995.0,1695.0,1501.0,5.0,35.0
Mercedes-Benz,GLE 250 d,76050,2019,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,24700,2020,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956 cc,171,350,AWD,4395.0,1818.0,1640.0,5.0,60.0
Maserati,Levante Diesel,117000,2017,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979 cc,275,600,AWD,5005.0,1981.0,1693.0,5.0,80.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],46150,2020,55000,Diesel,Automatic,Delhi,Black,First,Corporate,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Porsche,Cayenne Turbo,45500,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806 cc,500,700,AWD,4846.0,1939.0,1702.0,5.0,100.0
Toyota,Innova GX 2.4 AT 7 STR,31525,2022,11000,Diesel,Automatic,Agra,Black,First,Individual,2393 cc,148,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Toyota,Fortuner 3.0 MT,9750,2011,117000,Diesel,Manual,Agra,White,Second,Individual,2982 cc,171,343,AWD,4695.0,1840.0,1850.0,7.0,80.0
Audi,Q7 35 TDI Premium + Sunroof,28600,2014,95000,Diesel,Automatic,Lucknow,White,First,Individual,2967 cc,241,550,AWD,5089.0,1983.0,1737.0,7.0,100.0
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],6760,2019,76000,CNG,Manual,Kanpur,White,First,Individual,998 cc,58,78,FWD,3655.0,1620.0,1675.0,5.0,60.0
Maruti Suzuki,Alto VXi (O),5070,2018,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998 cc,67,90,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Ciaz VXi (O),7020,2015,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373 cc,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Swift VDi AMT [2018-2019],9087,2018,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248 cc,74,190,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,Verna Fluidic 1.6 CRDi SX,6305,2013,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582 cc,126,260,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,C-Class C 43 AMG,97500,2021,13000,Petrol,Automatic,Delhi,Red,First,Individual,2996 cc,362,520,RWD,4702.0,1810.0,1434.0,4.0,66.0
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,11050,2011,85000,Diesel,Automatic,Mohali,White,Second,Individual,2143 cc,203,500,RWD,4868.0,1854.0,1471.0,5.0,90.0
Tata,Nexon XZA Plus Petrol,14105,2018,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198 cc,108,170,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,Alto 800 Vxi,4147,2013,47800,Petrol,Manual,Dharwad,Red,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Mahindra,XUV500 W8,7137,2012,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179 cc,140,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Tata,Harrier XZ [2019-2020],22425,2019,68758,Diesel,Manual,Hyderabad,White,First,Individual,1956 cc,138,350,FWD,4598.0,1894.0,1706.0,5.0,50.0
Honda,Mobilio S Diesel,6175,2015,72000,Diesel,Manual,Agra,White,Second,Individual,1498 cc,99,200,FWD,4386.0,1683.0,1603.0,7.0,42.0
Tata,Punch Creative iRA Pack MT,11570,2022,7500,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84,113,FWD,3827.0,1742.0,1615.0,5.0,37.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],5785,2016,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,City V,13780,2019,12382,Petrol,Manual,Pune,Maroon,First,Corporate,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Baleno Alpha 1.3,8970,2017,61000,Diesel,Manual,Surat,Orange,First,Individual,1248 cc,74,190,FWD,3995.0,1745.0,1500.0,5.0,37.0
Jaguar,F-Pace Prestige,54600,2018,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999 cc,177,430,AWD,4731.0,2071.0,1651.0,5.0,82.0
Land Rover,Range Rover Sport SE 2.0 Petrol,162500,2022,22010,Petrol,Automatic,Mohali,White,First,Individual,1997 cc,296,400,AWD,4879.0,2073.0,1803.0,5.0,104.0
Toyota,Fortuner 3.0 4x4 AT,22750,2015,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,2982 cc,169,343,AWD,4705.0,1840.0,1850.0,7.0,80.0
Renault,Kwid 1.0 RXT Edition,5135,2018,75500,Petrol,Manual,Raipur,Blue,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
BMW,X1 sDrive20d Expedition,36270,2018,25000,Diesel,Automatic,Chennai,White,First,Individual,1995 cc,188,400,FWD,4439.0,1821.0,1612.0,5.0,51.0
Audi,Q3 35 TDI quattro Premium Plus,32175,2018,38000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,184,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Wagon R LXi Minor,1885,2009,39586,Petrol,Manual,Ranchi,Red,First,Individual,1061 cc,67,84,FWD,3520.0,1475.0,1690.0,5.0,35.0
Hyundai,Elite i20 Asta 1.2 AT,9750,2018,33647,Petrol,Automatic,Mumbai,Red,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,40.0
Mahindra,XUV500 W10,12350,2016,86000,Diesel,Manual,Lucknow,White,First,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],7397,2018,57847,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Swift DZire VXI,6110,2016,74000,Petrol,Manual,Ranchi,White,First,Individual,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Porsche,Cayenne Diesel,69550,2015,58000,Diesel,Automatic,Chandigarh,White,First,Individual,2967 cc,245,550,AWD,4846.0,2155.0,1705.0,5.0,85.0
Nissan,Terrano XL D Plus,5850,2014,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461 cc,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0
Renault,Kwid 1.0 RXT [2016-2019],3887,2016,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],24375,2020,18000,Petrol,Automatic,Mumbai,Black,First,Individual,1353 cc,138,242,FWD,4300.0,1790.0,1635.0,5.0,50.0
Mahindra,Thar LX 4-STR Hard Top Diesel AT,23725,2022,11000,Diesel,Automatic,Mumbai,Black,First,Individual,2184 cc,130,300,AWD,3985.0,1820.0,1844.0,4.0,57.0
Land Rover,Discovery Sport HSE 7-Seater,57967,2018,57300,Diesel,Automatic,Indore,White,First,Individual,2179 cc,148,400,AWD,4600.0,2069.0,1724.0,7.0,65.0
Toyota,Glanza G CVT,10270,2019,25000,Petrol,Automatic,Delhi,Red,First,Individual,1197 cc,82,113,FWD,3995.0,1745.0,1510.0,5.0,37.0
Hyundai,Creta 1.6 SX Plus AT Petrol,14235,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Innova 2.4 G 7 STR [2016-2017],25350,2020,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
Volkswagen,Polo GT TSI,6825,2015,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198 cc,103,175,FWD,3970.0,1682.0,1453.0,5.0,45.0
Isuzu,MU-X 4x2,27300,2018,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999 cc,174,380,RWD,4825.0,1860.0,1840.0,7.0,65.0
Maruti Suzuki,Alto VXi,3510,2014,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998 cc,67,90,FWD,3620.0,1475.0,1460.0,5.0,35.0
Toyota,Corolla Altis G AT Petrol,11635,2015,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798 cc,138,173,FWD,4620.0,1775.0,1475.0,5.0,55.0
Hyundai,i10 Sportz 1.2 AT Kappa2,4355,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197 cc,79,112,FWD,3585.0,1595.0,1550.0,5.0,35.0
Tata,Hexa XE 4x2 7 STR,13000,2018,38000,Diesel,Manual,Mumbai,White,First,Individual,2179 cc,148,320,RWD,4788.0,1903.0,1791.0,7.0,60.0
Hyundai,i10 Sportz 1.2,2860,2009,126535,Petrol,Manual,Hyderabad,Gold,First,Individual,1197 cc,80,111,FWD,3565.0,1595.0,1550.0,5.0,35.0
Hyundai,Creta 1.6 SX Plus AT Petrol,12480,2016,37079,Petrol,Automatic,Thane,Red,First,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mercedes-Benz,GLS 350 d,93600,2018,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987 cc,255,620,AWD,5130.0,1934.0,1850.0,7.0,100.0
Audi,Q3 2.0 TDI quattro Premium Plus,16900,2014,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Volkswagen,Polo Comfortline 1.2L (P),4875,2013,39000,Petrol,Manual,Delhi,Red,First,Individual,1198 cc,74,110,FWD,3970.0,1682.0,1453.0,5.0,45.0
Jaguar,XE Prestige Diesel,42887,2017,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999 cc,177,430,RWD,4795.0,1967.0,1416.0,5.0,56.0
Audi,Q3 35 TDI Premium + Sunroof,23387,2016,84700,Diesel,Automatic,Karnal,White,First,Individual,1968 cc,174,380,AWD,4385.0,1831.0,1608.0,5.0,64.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,7085,2014,56000,Petrol,Manual,Noida,Red,First,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Hyundai,Venue SX 1.0 Turbo iMT,14105,2022,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Vitara Brezza VDi,9425,2018,42000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
BMW,X3 xDrive20d,14170,2012,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995 cc,184,380,AWD,4648.0,1881.0,1661.0,5.0,67.0
Honda,WR-V VX MT Petrol,11700,2019,17000,Petrol,Manual,Ahmedabad,White,First,Individual,1199 cc,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0
BMW,5-Series 520d Luxury Line [2017-2019],44200,2016,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Honda,Amaze 1.5 S i-DTEC,3835,2014,62500,Diesel,Manual,Varanasi,Bronze,First,Individual,1498 cc,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0
Tata,Harrier XZA Plus Dual Tone,29263,2021,30229,Diesel,Automatic,Mumbai,White,First,Individual,1956 cc,168,350,FWD,4598.0,1894.0,1706.0,5.0,50.0
Porsche,911 Carrera 4,120900,2019,9000,Petrol,Automatic,Pune,Blue,First,Corporate,3436 cc,325,390,AWD,4491.0,1852.0,1304.0,4.0,68.0
Maruti Suzuki,Wagon R LXI CNG (O),5590,2016,26600,CNG,Manual,Pune,Brown,First,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,Ciaz Delta 1.3 Hybrid,7800,2017,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248 cc,89,200,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Tucson GL 2WD AT Petrol,20735,2017,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999 cc,153,192,FWD,4475.0,1850.0,1660.0,5.0,62.0
Hyundai,i20 Sportz 1.2,4875,2013,29135,Petrol,Manual,Panchkula,White,First,Individual,1197 cc,83,113,FWD,3995.0,1710.0,1505.0,5.0,45.0
Volvo,V40 D3 Kinetic,15600,2015,50965,Diesel,Automatic,Kolkata,White,First,Corporate,1984 cc,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0
Toyota,Fortuner 3.0 4x2 AT,19825,2014,72000,Diesel,Automatic,Delhi,White,First,Individual,2982 cc,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0
Mercedes-Benz,C-Class C 200 Avantgarde,34775,2016,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,1991 cc,181,300,RWD,4686.0,1810.0,1442.0,5.0,66.0
Honda,Jazz V AT Petrol,7085,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,S-Class S 350D [2018-2020],102700,2017,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925 cc,282,600,RWD,5246.0,1899.0,1494.0,5.0,70.0
Honda,Jazz S,2535,2010,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198 cc,89,110,FWD,3900.0,1695.0,1535.0,5.0,42.0
BMW,3-Series 320d Luxury Edition,59150,2021,24000,Diesel,Automatic,Delhi,White,First,Individual,1995 cc,188,400,RWD,4709.0,1827.0,1435.0,5.0,59.0
Land Rover,Evoque HSE Dynamic,32487,2015,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,2179 cc,188,420,AWD,4465.0,1900.0,1635.0,5.0,57.0
Hyundai,Venue SX 1.5 CRDi,14261,2022,1700,Diesel,Manual,Mumbai,White,First,Individual,1493 cc,99,240,FWD,3995.0,1770.0,1605.0,5.0,45.0
Volkswagen,Polo GT TSI,14235,2020,43260,Petrol,Automatic,Bangalore,Red,First,Individual,1197 cc,103,175,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,Wagon R LXI CNG,4225,2015,67738,CNG,Manual,Delhi,White,Second,Individual,998 cc,58,77,FWD,3599.0,1495.0,1700.0,5.0,35.0
Mahindra,Scorpio S11 4WD 7 STR,17875,2019,69000,Diesel,Manual,Lucknow,Black,First,Individual,2179 cc,140,320,AWD,4456.0,1820.0,1995.0,7.0,60.0
Maruti Suzuki,Swift VXi,9685,2021,14722,Petrol,Manual,Bangalore,White,First,Individual,1197 cc,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],28275,2017,29000,Diesel,Manual,Mysore,Bronze,First,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
