Age,Make,Model,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
7,Mercedes-Benz,S-Class Maybach S 500,149500,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663,453.0,1800,RWD,5453.0,1899.0,1498.0,4.0,70.0
4,Hyundai,Creta SX 1.6 AT Petrol,19175,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1665.0,5.0,55.0
2,MG,Astor Sharp 1.5 CVT,22945,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498,108.0,4400,FWD,4323.0,1809.0,1650.0,5.0,48.0
17,Honda,CR-V 2.4 AT,3250,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354,152.0,3600,AWD,4630.0,1780.0,1710.0,5.0,58.0
7,Maruti Suzuki,Alto 800 Lxi,3185,55000,Petrol,Manual,Faridabad,White,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
8,Renault,Duster 85 PS RxL,6370,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461,84.0,1900,FWD,4315.0,1822.0,1695.0,5.0,50.0
6,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],7150,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
7,Honda,City V,8775,87693,Petrol,Manual,Pune,Red,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
8,Mercedes-Benz,C-Class C 200 Avantgarde,28925,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1991,181.0,1200,RWD,4686.0,1810.0,1442.0,5.0,66.0
7,Hyundai,Elite i20 Asta 1.4 (O) CRDi,7280,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396,89.0,1500,FWD,3985.0,1734.0,1505.0,5.0,40.0
11,Skoda,Fabia Elegance 1.6 MPI,2925,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598,105.0,3800,FWD,4000.0,1642.0,1522.0,5.0,45.0
9,Skoda,Rapid 1.5 TDI CR Ambition Plus AT,6487,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498,103.0,1500,FWD,4386.0,1699.0,1466.0,5.0,55.0
3,Kia,Sonet GTX Plus 1.0 DCT [2020-2021],13715,15000,Petrol,Automatic,Kolkata,Gold,First,Individual,998,118.0,1500,FWD,3995.0,1790.0,1647.0,5.0,45.0
3,Mahindra,XUV500 W11 AT,26637,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179,153.0,1750,FWD,4585.0,1890.0,1785.0,7.0,70.0
5,BMW,3-Series 320d Luxury Line,36075,68189,Diesel,Automatic,Jaipur,Brown,First,Individual,1995,188.0,1750,RWD,4633.0,1811.0,1429.0,5.0,57.0
8,Mercedes-Benz,GLA 200 CDI Sport,21450,75000,Diesel,Automatic,Faridabad,White,First,Individual,2143,134.0,1600,FWD,4417.0,1804.0,1494.0,5.0,50.0
9,Audi,A6 35 TDI Premium,18850,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968,177.0,1750,FWD,4915.0,1874.0,1455.0,5.0,65.0
9,Mahindra,Scorpio VLX 2WD BS-IV,7800,83000,Diesel,Manual,Rudrapur,White,Second,Individual,2179,120.0,1800,RWD,4430.0,1817.0,1975.0,8.0,60.0
9,Toyota,Fortuner 3.0 4x4 MT,21775,211000,Diesel,Manual,Jaipur,White,First,Individual,2982,169.0,1400,AWD,4705.0,1840.0,1850.0,7.0,80.0
8,Hyundai,Elite i20 Magna 1.2,7475,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
6,Ford,Ecosport Titanium+ 1.5L TDCi,9087,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498,99.0,1750,FWD,3999.0,1765.0,1708.0,5.0,52.0
9,Audi,Q7 3.0 TDI quattro Premium Plus,31850,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967,241.0,1750,AWD,5089.0,1983.0,1737.0,6.0,100.0
7,Mercedes-Benz,C-Class C 250 d,36075,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143,204.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
3,Maruti Suzuki,S-Presso VXi,5590,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998,67.0,3500,FWD,3565.0,1520.0,1564.0,5.0,27.0
5,Mahindra,Scorpio S5 2WD 7 STR,15145,32000,Diesel,Manual,Patna,White,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,7.0,60.0
3,MG,Hector Sharp 2.0 Diesel Turbo MT,23140,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956,169.0,1750,FWD,4655.0,1835.0,1760.0,5.0,60.0
12,Maruti Suzuki,Swift VDi BS-IV,3835,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248,75.0,2000,FWD,3760.0,1690.0,1530.0,5.0,43.0
6,Maruti Suzuki,Swift ZDi,6435,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248,74.0,2000,FWD,3840.0,1735.0,1530.0,5.0,37.0
4,Honda,City VX (O) MT,12675,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
9,Renault,Duster 110 PS RxL Diesel,5525,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461,108.0,2250,FWD,4315.0,1822.0,1695.0,5.0,50.0
11,Audi,Q3 2.0 TDI quattro Premium,17550,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
9,Mercedes-Benz,M-Class 350 CDI,41600,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987,234.0,1600,AWD,4781.0,1911.0,1774.0,5.0,95.0
10,Volvo,V40 Cross Country D3,16250,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984,150.0,1500,FWD,4370.0,1783.0,1458.0,5.0,60.0
5,BMW,5-Series 530d M Sport [2013-2017],72800,40937,Diesel,Automatic,Chennai,White,First,Individual,2993,258.0,1500,RWD,4899.0,2094.0,1464.0,5.0,65.0
10,Maruti Suzuki,Swift DZire VDI,7280,37000,Diesel,Manual,Salem,Gold,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
4,Mahindra,Scorpio S5 2WD 7 STR,15873,46000,Diesel,Manual,Patna,White,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,7.0,60.0
14,Honda,City 1.5 S AT,3835,70200,Petrol,Automatic,Mumbai,Grey,Second,Individual,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
11,Mercedes-Benz,C-Class 200 CGI,16900,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796,186.0,4000,RWD,4596.0,1770.0,1447.0,5.0,66.0
7,Hyundai,Creta 1.6 SX Plus AT,12350,73000,Diesel,Automatic,Dehradun,Silver,First,Individual,1582,126.0,1900,FWD,4270.0,1780.0,1630.0,5.0,60.0
11,Mercedes-Benz,E-Class E350 CDI Avantgarde,17550,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987,231.0,1600,RWD,4868.0,1854.0,1471.0,5.0,80.0
8,Mercedes-Benz,M-Class ML 350 CDI,34866,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997,254.0,1600,AWD,4804.0,2141.0,1796.0,5.0,70.0
6,Maruti Suzuki,Alto 800 Lxi,3718,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
10,Hyundai,i20 Magna 1.4 CRDI,4420,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336,89.0,1500,FWD,3995.0,1710.0,1505.0,5.0,45.0
3,Skoda,Rapid Style AT,14625,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999,109.0,1750,FWD,4413.0,1699.0,1466.0,5.0,55.0
5,Tata,Nexon XMA Petrol,7540,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198,108.0,1750,FWD,3994.0,1811.0,1607.0,5.0,44.0
8,Maruti Suzuki,Swift DZire VXI,6435,13716,Petrol,Manual,Pune,Silver,First,Individual,1197,85.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
9,Maruti Suzuki,Swift DZire ZDI,7150,89000,Diesel,Manual,Chennai,White,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
2,Kia,Sonet GTX Plus 1.5 AT [2020-2021],19305,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493,113.0,1500,FWD,3995.0,1790.0,1647.0,5.0,45.0
5,Skoda,Rapid Monte Carlo 1.6 MPI MT,11505,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598,104.0,3750,FWD,4413.0,1699.0,1466.0,5.0,55.0
11,Audi,RS5 4.2 Coupe,47450,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163,444.0,4000,AWD,4649.0,1860.0,1366.0,5.0,64.0
3,Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,9295,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197,82.0,4000,FWD,3805.0,1680.0,1520.0,5.0,37.0
11,Mercedes-Benz,R-Class R350 4MATIC,32305,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496,272.0,5000,AWD,5157.0,2183.0,1659.0,7.0,80.0
3,Toyota,Innova 2.4 G 7 STR [2016-2017],29250,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
6,Hyundai,Creta SX Plus 1.6 AT CRDI,13650,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582,126.0,1900,FWD,4270.0,1780.0,1630.0,5.0,60.0
5,Toyota,Fortuner 2.8 4x2 AT [2016-2020],46800,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
13,Honda,City 1.5 S MT,3835,78000,Petrol,Manual,Zirakpur,White,First,Corporate,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
4,Renault,Kwid RXT Opt,4875,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799,53.0,4386,FWD,3679.0,1579.0,1478.0,5.0,28.0
2,Audi,A6 2.0 TFSi Technology Pack,93600,20000,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,1984,180.0,1500,FWD,4915.0,1874.0,1455.0,5.0,75.0
2,Tata,Safari XZA Plus 6S Adventure New,31135,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,1956,168.0,1750,FWD,4661.0,1894.0,1786.0,6.0,50.0
9,Audi,A6 2.0 TDI Premium,23075,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,1968,177.0,1750,FWD,4915.0,1874.0,1455.0,5.0,65.0
9,Honda,Brio EX MT,4225,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198,87.0,4500,FWD,3610.0,1680.0,1500.0,5.0,35.0
10,Maruti Suzuki,Swift ZDi,5525,26000,Diesel,Manual,Delhi,White,First,Individual,1248,74.0,2000,FWD,3850.0,1695.0,1530.0,5.0,42.0
3,Mahindra,Scorpio S9 2WD 7 STR,19175,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179,140.0,1500,RWD,4456.0,1820.0,1995.0,7.0,60.0
5,Toyota,Innova 2.8 GX AT 7 STR [2016-2020],20540,115000,Diesel,Automatic,Delhi,Beige,First,Individual,2755,172.0,1200,RWD,4735.0,1830.0,1795.0,7.0,55.0
2,Honda,Amaze VX CVT 1.2 Petrol,11297,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199,89.0,4800,FWD,3995.0,1695.0,1501.0,5.0,35.0
4,Mercedes-Benz,GLE 250 d,76050,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2143,201.0,1600,AWD,4819.0,2141.0,1796.0,5.0,93.0
3,Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,24700,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956,171.0,1750,AWD,4395.0,1818.0,1640.0,5.0,60.0
6,Maserati,Levante Diesel,117000,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979,275.0,2000,AWD,5005.0,1981.0,1693.0,5.0,80.0
3,Toyota,Fortuner 2.8 4x2 AT [2016-2020],46150,55000,Diesel,Automatic,Delhi,Black,First,Corporate,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
9,Porsche,Cayenne Turbo,45500,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806,500.0,2250,AWD,4846.0,1939.0,1702.0,5.0,100.0
1,Toyota,Innova GX 2.4 AT 7 STR,31525,11000,Diesel,Automatic,Agra,Black,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
12,Toyota,Fortuner 3.0 MT,9750,117000,Diesel,Manual,Agra,White,Second,Individual,2982,171.0,1400,AWD,4695.0,1840.0,1850.0,7.0,80.0
9,Audi,Q7 35 TDI Premium + Sunroof,28600,95000,Diesel,Automatic,Lucknow,White,First,Individual,2967,241.0,1750,AWD,5089.0,1983.0,1737.0,7.0,100.0
4,Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],6760,76000,CNG,Manual,Kanpur,White,First,Individual,998,58.0,3500,FWD,3655.0,1620.0,1675.0,5.0,60.0
5,Maruti Suzuki,Alto VXi (O),5070,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
8,Maruti Suzuki,Ciaz VXi (O),7020,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
5,Maruti Suzuki,Swift VDi AMT [2018-2019],9087,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248,74.0,2000,FWD,3840.0,1735.0,1530.0,5.0,37.0
10,Hyundai,Verna Fluidic 1.6 CRDi SX,6305,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582,126.0,1900,FWD,4370.0,1700.0,1475.0,5.0,43.0
2,Mercedes-Benz,C-Class C 43 AMG,97500,13000,Petrol,Automatic,Delhi,Red,First,Individual,2996,362.0,2000,RWD,4702.0,1810.0,1434.0,4.0,66.0
12,Mercedes-Benz,E-Class E250 CDI BlueEfficiency,11050,85000,Diesel,Automatic,Mohali,White,Second,Individual,2143,203.0,1600,RWD,4868.0,1854.0,1471.0,5.0,90.0
5,Tata,Nexon XZA Plus Petrol,14105,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198,108.0,1750,FWD,3994.0,1811.0,1607.0,5.0,44.0
10,Maruti Suzuki,Alto 800 Vxi,4147,47800,Petrol,Manual,Dharwad,Red,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
11,Mahindra,XUV500 W8,7137,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179,140.0,2800,FWD,4585.0,1890.0,1785.0,7.0,70.0
4,Tata,Harrier XZ [2019-2020],22425,68758,Diesel,Manual,Hyderabad,White,First,Individual,1956,138.0,1750,FWD,4598.0,1894.0,1706.0,5.0,50.0
8,Honda,Mobilio S Diesel,6175,72000,Diesel,Manual,Agra,White,Second,Individual,1498,99.0,1750,FWD,4386.0,1683.0,1603.0,7.0,42.0
1,Tata,Punch Creative iRA Pack MT,11570,7500,Petrol,Manual,Mumbai,White,First,Individual,1199,84.0,3300,FWD,3827.0,1742.0,1615.0,5.0,37.0
7,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],5785,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
4,Honda,City V,13780,12382,Petrol,Manual,Pune,Maroon,First,Corporate,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
6,Maruti Suzuki,Baleno Alpha 1.3,8970,61000,Diesel,Manual,Surat,Orange,First,Individual,1248,74.0,2000,FWD,3995.0,1745.0,1500.0,5.0,37.0
5,Jaguar,F-Pace Prestige,54600,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177.0,1750,AWD,4731.0,2071.0,1651.0,5.0,82.0
1,Land Rover,Range Rover Sport SE 2.0 Petrol,162500,22010,Petrol,Automatic,Mohali,White,First,Individual,1997,296.0,1500,AWD,4879.0,2073.0,1803.0,5.0,104.0
8,Toyota,Fortuner 3.0 4x4 AT,22750,72000,Diesel,Automatic,Jaipur,Black,Second,Individual,2982,169.0,1400,AWD,4705.0,1840.0,1850.0,7.0,80.0
5,Renault,Kwid 1.0 RXT Edition,5135,75500,Petrol,Manual,Raipur,Blue,First,Individual,999,67.0,4250,FWD,3679.0,1579.0,1478.0,5.0,28.0
5,BMW,X1 sDrive20d Expedition,36270,25000,Diesel,Automatic,Chennai,White,First,Individual,1995,188.0,1750,FWD,4439.0,1821.0,1612.0,5.0,51.0
5,Audi,Q3 35 TDI quattro Premium Plus,32175,38000,Diesel,Automatic,Delhi,Red,First,Individual,1968,184.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
14,Maruti Suzuki,Wagon R LXi Minor,1885,39586,Petrol,Manual,Ranchi,Red,First,Individual,1061,67.0,3500,FWD,3520.0,1475.0,1690.0,5.0,35.0
5,Hyundai,Elite i20 Asta 1.2 AT,9750,33647,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,40.0
7,Mahindra,XUV500 W10,12350,86000,Diesel,Manual,Lucknow,White,First,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
5,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],7397,57847,Petrol,Manual,Bangalore,Grey,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
7,Maruti Suzuki,Swift DZire VXI,6110,74000,Petrol,Manual,Ranchi,White,First,Individual,1197,83.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
8,Porsche,Cayenne Diesel,69550,58000,Diesel,Automatic,Chandigarh,White,First,Individual,2967,245.0,2750,AWD,4846.0,2155.0,1705.0,5.0,85.0
9,Nissan,Terrano XL D Plus,5850,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461,84.0,1900,FWD,4331.0,1822.0,1671.0,5.0,50.0
7,Renault,Kwid 1.0 RXT [2016-2019],3887,26000,Petrol,Manual,Mumbai,Brown,First,Individual,999,67.0,4250,FWD,3679.0,1579.0,1478.0,5.0,28.0
3,Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],24375,18000,Petrol,Automatic,Mumbai,Black,First,Individual,1353,138.0,1500,FWD,4300.0,1790.0,1635.0,5.0,50.0
1,Mahindra,Thar LX 4-STR Hard Top Diesel AT,23725,11000,Diesel,Automatic,Mumbai,Black,First,Individual,2184,130.0,1600,AWD,3985.0,1820.0,1844.0,4.0,57.0
5,Land Rover,Discovery Sport HSE 7-Seater,57967,57300,Diesel,Automatic,Indore,White,First,Individual,2179,148.0,1750,AWD,4600.0,2069.0,1724.0,7.0,65.0
4,Toyota,Glanza G CVT,10270,25000,Petrol,Automatic,Delhi,Red,First,Individual,1197,82.0,4200,FWD,3995.0,1745.0,1510.0,5.0,37.0
6,Hyundai,Creta 1.6 SX Plus AT Petrol,14235,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1630.0,5.0,60.0
3,Toyota,Innova 2.4 G 7 STR [2016-2017],25350,45000,Diesel,Manual,Ludhiana,Grey,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
8,Volkswagen,Polo GT TSI,6825,80852,Petrol,Automatic,Faridabad,Grey,Second,Individual,1198,103.0,1500,FWD,3970.0,1682.0,1453.0,5.0,45.0
5,Isuzu,MU-X 4x2,27300,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999,174.0,1800,RWD,4825.0,1860.0,1840.0,7.0,65.0
9,Maruti Suzuki,Alto VXi,3510,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998,67.0,3500,FWD,3620.0,1475.0,1460.0,5.0,35.0
8,Toyota,Corolla Altis G AT Petrol,11635,39780,Petrol,Automatic,Mumbai,White,First,Individual,1798,138.0,4000,FWD,4620.0,1775.0,1475.0,5.0,55.0
10,Hyundai,i10 Sportz 1.2 AT Kappa2,4355,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197,79.0,4000,FWD,3585.0,1595.0,1550.0,5.0,35.0
5,Tata,Hexa XE 4x2 7 STR,13000,38000,Diesel,Manual,Mumbai,White,First,Individual,2179,148.0,1700,RWD,4788.0,1903.0,1791.0,7.0,60.0
14,Hyundai,i10 Sportz 1.2,2860,126535,Petrol,Manual,Hyderabad,Gold,First,Individual,1197,80.0,4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
7,Hyundai,Creta 1.6 SX Plus AT Petrol,12480,37079,Petrol,Automatic,Thane,Red,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1630.0,5.0,60.0
5,Mercedes-Benz,GLS 350 d,93600,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987,255.0,1600,AWD,5130.0,1934.0,1850.0,7.0,100.0
9,Audi,Q3 2.0 TDI quattro Premium Plus,16900,51000,Diesel,Automatic,Raipur,Gold,Second,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
10,Volkswagen,Polo Comfortline 1.2L (P),4875,39000,Petrol,Manual,Delhi,Red,First,Individual,1198,74.0,3750,FWD,3970.0,1682.0,1453.0,5.0,45.0
6,Jaguar,XE Prestige Diesel,42887,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999,177.0,1750,RWD,4795.0,1967.0,1416.0,5.0,56.0
7,Audi,Q3 35 TDI Premium + Sunroof,23387,84700,Diesel,Automatic,Karnal,White,First,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
9,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,7085,56000,Petrol,Manual,Noida,Red,First,Individual,1591,121.0,4200,FWD,4370.0,1700.0,1475.0,5.0,43.0
1,Hyundai,Venue SX 1.0 Turbo iMT,14105,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998,118.0,1500,FWD,3995.0,1770.0,1605.0,5.0,45.0
5,Maruti Suzuki,Vitara Brezza VDi,9425,42000,Diesel,Manual,Lucknow,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
11,BMW,X3 xDrive20d,14170,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995,184.0,1750,AWD,4648.0,1881.0,1661.0,5.0,67.0
4,Honda,WR-V VX MT Petrol,11700,17000,Petrol,Manual,Ahmedabad,White,First,Individual,1199,89.0,4800,FWD,3999.0,1734.0,1601.0,5.0,40.0
7,BMW,5-Series 520d Luxury Line [2017-2019],44200,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995,188.0,1750,RWD,4936.0,1868.0,1479.0,5.0,65.0
9,Honda,Amaze 1.5 S i-DTEC,3835,62500,Diesel,Manual,Varanasi,Bronze,First,Individual,1498,99.0,1750,FWD,3990.0,1680.0,1505.0,5.0,35.0
2,Tata,Harrier XZA Plus Dual Tone,29263,30229,Diesel,Automatic,Mumbai,White,First,Individual,1956,168.0,1750,FWD,4598.0,1894.0,1706.0,5.0,50.0
4,Porsche,911 Carrera 4,120900,9000,Petrol,Automatic,Pune,Blue,First,Corporate,3436,325.0,5600,AWD,4491.0,1852.0,1304.0,4.0,68.0
7,Maruti Suzuki,Wagon R LXI CNG (O),5590,26600,CNG,Manual,Pune,Brown,First,Individual,998,58.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
6,Maruti Suzuki,Ciaz Delta 1.3 Hybrid,7800,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248,89.0,1750,FWD,4490.0,1730.0,1485.0,5.0,43.0
6,Hyundai,Tucson GL 2WD AT Petrol,20735,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999,153.0,4000,FWD,4475.0,1850.0,1660.0,5.0,62.0
10,Hyundai,i20 Sportz 1.2,4875,29135,Petrol,Manual,Panchkula,White,First,Individual,1197,83.0,4000,FWD,3995.0,1710.0,1505.0,5.0,45.0
8,Volvo,V40 D3 Kinetic,15600,50965,Diesel,Automatic,Kolkata,White,First,Corporate,1984,150.0,1500,FWD,4370.0,1783.0,1458.0,5.0,60.0
9,Toyota,Fortuner 3.0 4x2 AT,19825,72000,Diesel,Automatic,Delhi,White,First,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
7,Mercedes-Benz,C-Class C 200 Avantgarde,34775,28000,Petrol,Automatic,Gurgaon,Silver,First,Individual,1991,181.0,1200,RWD,4686.0,1810.0,1442.0,5.0,66.0
8,Honda,Jazz V AT Petrol,7085,42000,Petrol,Automatic,Delhi,White,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
6,Mercedes-Benz,S-Class S 350D [2018-2020],102700,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925,282.0,1600,RWD,5246.0,1899.0,1494.0,5.0,70.0
13,Honda,Jazz S,2535,32000,Petrol,Manual,Gurgaon,Silver,First,Individual,1198,89.0,4800,FWD,3900.0,1695.0,1535.0,5.0,42.0
2,BMW,3-Series 320d Luxury Edition,59150,24000,Diesel,Automatic,Delhi,White,First,Individual,1995,188.0,1750,RWD,4709.0,1827.0,1435.0,5.0,59.0
8,Land Rover,Evoque HSE Dynamic,32487,50623,Diesel,Automatic,Kolkata,Gold,Second,Individual,2179,188.0,1750,AWD,4465.0,1900.0,1635.0,5.0,57.0
1,Hyundai,Venue SX 1.5 CRDi,14261,1700,Diesel,Manual,Mumbai,White,First,Individual,1493,99.0,1500,FWD,3995.0,1770.0,1605.0,5.0,45.0
3,Volkswagen,Polo GT TSI,14235,43260,Petrol,Automatic,Bangalore,Red,First,Individual,1197,103.0,1500,FWD,3971.0,1682.0,1469.0,5.0,45.0
8,Maruti Suzuki,Wagon R LXI CNG,4225,67738,CNG,Manual,Delhi,White,Second,Individual,998,58.0,3500,FWD,3599.0,1495.0,1700.0,5.0,35.0
4,Mahindra,Scorpio S11 4WD 7 STR,17875,69000,Diesel,Manual,Lucknow,Black,First,Individual,2179,140.0,1500,AWD,4456.0,1820.0,1995.0,7.0,60.0
2,Maruti Suzuki,Swift VXi,9685,14722,Petrol,Manual,Bangalore,White,First,Individual,1197,89.0,4400,FWD,3845.0,1735.0,1530.0,5.0,37.0
6,Toyota,Innova 2.4 VX 7 STR [2016-2020],28275,29000,Diesel,Manual,Mysore,Bronze,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
6,Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],16250,60200,Petrol,Automatic,Thane,White,First,Corporate,1368,160.0,2500,FWD,4395.0,1818.0,1640.0,5.0,60.0
6,Maruti Suzuki,Swift VDi,6500,140000,Diesel,Manual,Warangal,Grey,First,Individual,1248,74.0,2000,FWD,3850.0,1695.0,1530.0,5.0,42.0
6,Honda,WR-V S MT Petrol,8125,23798,Petrol,Manual,Ahmedabad,Brown,First,Individual,1199,89.0,4800,FWD,3999.0,1734.0,1601.0,5.0,40.0
